scenario,jurisdiction,source,date,day_model,rate
South Korea,Canada - Quebec,South Korea,2020-05-14,73,0.010335513996347896
South Korea,Canada - Quebec,South Korea,2020-05-15,74,0.008709056961921221
South Korea,Canada - Quebec,South Korea,2020-05-16,75,0.00720755546041972
South Korea,Canada - Ontario,Canada - Ontario,2020-03-08,9,0.3069338423367678
South Korea,Canada - Ontario,Canada - Ontario,2020-03-09,10,0.3318380568961548
South Korea,Canada - Ontario,Canada - Ontario,2020-03-10,11,0.31671025303595657
South Korea,Canada - Ontario,Canada - Ontario,2020-03-11,12,0.270795220356218
South Korea,Canada - Ontario,Canada - Ontario,2020-03-12,13,0.2860636628091265
South Korea,Canada - Ontario,Canada - Ontario,2020-03-13,14,0.27052481569133197
South Korea,Canada - Ontario,Canada - Ontario,2020-03-14,15,0.2809004395421331
South Korea,Canada - Ontario,Canada - Ontario,2020-03-15,16,0.2760271451951546
South Korea,Canada - Ontario,Canada - Ontario,2020-03-16,17,0.23582061706592114
South Korea,Canada - Ontario,Canada - Ontario,2020-03-17,18,0.16897428927730174
South Korea,Canada - Ontario,Canada - Ontario,2020-03-18,19,0.16076058497065676
South Korea,Canada - Ontario,Canada - Ontario,2020-03-19,20,0.1475578194555095
South Korea,Canada - Ontario,Canada - Ontario,2020-03-20,21,0.12902648535324115
South Korea,Canada - Ontario,Canada - Ontario,2020-03-21,22,0.10770155340013457
South Korea,Canada - Ontario,Canada - Ontario,2020-03-22,23,0.12277185968794244
South Korea,Canada - Ontario,Canada - Ontario,2020-03-23,24,0.11965748533180808
South Korea,Canada - Ontario,Canada - Ontario,2020-03-24,25,0.11437242499056796
South Korea,Canada - Ontario,Canada - Ontario,2020-03-25,26,0.10924787033455413
South Korea,Canada - Ontario,Canada - Ontario,2020-03-26,27,0.10558444325186916
South Korea,Canada - Ontario,Canada - Ontario,2020-03-27,28,0.09492623500340813
South Korea,Canada - Ontario,Canada - Ontario,2020-03-28,29,0.09526369499029541
South Korea,Canada - Ontario,Canada - Ontario,2020-03-29,30,0.0981167864693496
South Korea,Canada - Ontario,Canada - Ontario,2020-03-30,31,0.09664406040589886
South Korea,Canada - Ontario,Canada - Ontario,2020-03-31,32,0.08090828595627297
South Korea,Canada - Ontario,Canada - Ontario,2020-04-01,33,0.0748537569665723
South Korea,Canada - Ontario,South Korea,2020-04-02,34,0.06739305302198384
South Korea,Canada - Ontario,South Korea,2020-04-03,35,0.06210204773097855
South Korea,Canada - Ontario,South Korea,2020-04-04,36,0.05583942146835229
South Korea,Canada - Ontario,South Korea,2020-04-05,37,0.05328798113913418
South Korea,Canada - Ontario,South Korea,2020-04-06,38,0.06045080433969323
South Korea,Canada - Ontario,South Korea,2020-04-07,39,0.051768128990351214
South Korea,Canada - Ontario,South Korea,2020-04-08,40,0.05011328265465381
South Korea,Canada - Ontario,South Korea,2020-04-09,41,0.05991720422328126
South Korea,Canada - Ontario,South Korea,2020-04-10,42,0.04981619412227116
South Korea,Canada - Ontario,South Korea,2020-04-11,43,0.054195573501650544
South Korea,Canada - Ontario,South Korea,2020-04-12,44,0.0597511290572061
South Korea,Canada - Ontario,South Korea,2020-04-13,45,0.05527141124415495
South Korea,Canada - Ontario,South Korea,2020-04-14,46,0.057941596272270426
South Korea,Canada - Ontario,South Korea,2020-04-15,47,0.05267913957096481
South Korea,Canada - Ontario,South Korea,2020-04-16,48,0.055188975414133985
South Korea,Canada - Ontario,South Korea,2020-04-17,49,0.050118675551000975
South Korea,Canada - Ontario,South Korea,2020-04-18,50,0.0431276935041738
South Korea,Canada - Ontario,South Korea,2020-04-19,51,0.045185306672898086
South Korea,Canada - Ontario,South Korea,2020-04-20,52,0.038869900357491764
South Korea,Canada - Ontario,South Korea,2020-04-21,53,0.03660165578155488
South Korea,Canada - Ontario,South Korea,2020-04-22,54,0.03410819351797768
South Korea,Canada - Ontario,South Korea,2020-04-23,55,0.031089260495163168
South Korea,Canada - Ontario,South Korea,2020-04-24,56,0.028913951561981847
South Korea,Canada - Ontario,South Korea,2020-04-25,57,0.02632534144649001
South Korea,Canada - Ontario,South Korea,2020-04-26,58,0.026569006163838938
South Korea,Canada - Ontario,South Korea,2020-04-27,59,0.02597828886426088
South Korea,Canada - Ontario,South Korea,2020-04-28,60,0.026099324933009368
South Korea,Canada - Ontario,South Korea,2020-04-29,61,0.025008286341970776
South Korea,Canada - Ontario,South Korea,2020-04-30,62,0.02330075419331577
South Korea,Canada - Ontario,South Korea,2020-05-01,63,0.022942677779809125
South Korea,Canada - Ontario,South Korea,2020-05-02,64,0.021736363287546027
South Korea,Canada - Ontario,South Korea,2020-05-03,65,0.021416371164275215
South Korea,Canada - Ontario,South Korea,2020-05-04,66,0.01980745041556952
South Korea,Canada - Ontario,South Korea,2020-05-05,67,0.015663022144503696
South Korea,Canada - Ontario,South Korea,2020-05-06,68,0.014406983497160701
South Korea,Canada - Ontario,South Korea,2020-05-07,69,0.013186188665818202
South Korea,Canada - Ontario,South Korea,2020-05-08,70,0.012533292179588382
South Korea,Canada - Ontario,South Korea,2020-05-09,71,0.011424323141468408
South Korea,Canada - Ontario,South Korea,2020-05-10,72,0.010335513996347896
South Korea,Canada - Ontario,South Korea,2020-05-11,73,0.008709056961921221
South Korea,Canada - Ontario,South Korea,2020-05-12,74,0.00720755546041972
South Korea,Canada - Alberta,Canada - Alberta,2020-03-16,9,0.15744034548382374
South Korea,Canada - Alberta,Canada - Alberta,2020-03-17,10,0.15504570946849808
South Korea,Canada - Alberta,Canada - Alberta,2020-03-18,11,0.15465990699936227
South Korea,Canada - Alberta,Canada - Alberta,2020-03-19,12,0.1373068896463449
South Korea,Canada - Alberta,Canada - Alberta,2020-03-20,13,0.10568295802241329
South Korea,Canada - Alberta,Canada - Alberta,2020-03-21,14,0.09838778406057266
South Korea,Canada - Alberta,Canada - Alberta,2020-03-22,15,0.08655203526830213
South Korea,Canada - Alberta,Canada - Alberta,2020-03-23,16,0.081721117393906
South Korea,Canada - Alberta,Canada - Alberta,2020-03-24,17,0.07709148776427636
South Korea,Canada - Alberta,Canada - Alberta,2020-03-25,18,0.06427097494376355
South Korea,Canada - Alberta,Canada - Alberta,2020-03-26,19,0.05499894429242255
South Korea,Canada - Alberta,Canada - Alberta,2020-03-27,20,0.03940798568675807
South Korea,Canada - Alberta,Canada - Alberta,2020-03-28,21,0.044639790918563294
South Korea,Canada - Alberta,Canada - Alberta,2020-03-29,22,0.037295158150201714
South Korea,Canada - Alberta,Canada - Alberta,2020-03-30,23,0.04135212122355823
South Korea,Canada - Alberta,Canada - Alberta,2020-03-31,24,0.03988820671616546
South Korea,Canada - Alberta,Canada - Alberta,2020-04-01,25,0.04642415442858376
South Korea,Canada - Alberta,South Korea,2020-04-02,26,0.0431276935041738
South Korea,Canada - Alberta,South Korea,2020-04-03,27,0.045185306672898086
South Korea,Canada - Alberta,South Korea,2020-04-04,28,0.038869900357491764
South Korea,Canada - Alberta,South Korea,2020-04-05,29,0.03660165578155488
South Korea,Canada - Alberta,South Korea,2020-04-06,30,0.03410819351797768
South Korea,Canada - Alberta,South Korea,2020-04-07,31,0.031089260495163168
South Korea,Canada - Alberta,South Korea,2020-04-08,32,0.028913951561981847
South Korea,Canada - Alberta,South Korea,2020-04-09,33,0.02632534144649001
South Korea,Canada - Alberta,South Korea,2020-04-10,34,0.026569006163838938
South Korea,Canada - Alberta,South Korea,2020-04-11,35,0.02597828886426088
South Korea,Canada - Alberta,South Korea,2020-04-12,36,0.026099324933009368
South Korea,Canada - Alberta,South Korea,2020-04-13,37,0.025008286341970776
South Korea,Canada - Alberta,South Korea,2020-04-14,38,0.02330075419331577
South Korea,Canada - Alberta,South Korea,2020-04-15,39,0.022942677779809125
South Korea,Canada - Alberta,South Korea,2020-04-16,40,0.021736363287546027
South Korea,Canada - Alberta,South Korea,2020-04-17,41,0.021416371164275215
South Korea,Canada - Alberta,South Korea,2020-04-18,42,0.01980745041556952
South Korea,Canada - Alberta,South Korea,2020-04-19,43,0.015663022144503696
South Korea,Canada - Alberta,South Korea,2020-04-20,44,0.014406983497160701
South Korea,Canada - Alberta,South Korea,2020-04-21,45,0.013186188665818202
South Korea,Canada - Alberta,South Korea,2020-04-22,46,0.012533292179588382
South Korea,Canada - Alberta,South Korea,2020-04-23,47,0.011424323141468408
South Korea,Canada - Alberta,South Korea,2020-04-24,48,0.010335513996347896
South Korea,Canada - Alberta,South Korea,2020-04-25,49,0.008709056961921221
South Korea,Canada - Alberta,South Korea,2020-04-26,50,0.00720755546041972
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-03,9,0.08398792565459232
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-04,10,0.09986094152760819
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-05,11,0.09093237009903676
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-06,12,0.07704348121014787
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-07,13,0.0777696976226388
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-08,14,0.10700946370451014
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-09,15,0.07830576000080644
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-10,16,0.1049724266674731
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-11,17,0.11076233568318856
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-12,18,0.1202861452069981
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-13,19,0.10441312933398222
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-14,20,0.10039266149772491
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-15,21,0.11178867289373631
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-16,22,0.11163667410972658
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-17,23,0.08702653765748486
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-18,24,0.09350801913896635
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-19,25,0.07290195853290574
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-20,26,0.058565040970181725
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-21,27,0.0701140283812381
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-22,28,0.07494494625563423
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-23,29,0.07665059927707674
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-24,30,0.06821755084402831
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-25,31,0.05674065564620287
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-26,32,0.05638453029007751
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-27,33,0.045273419178966406
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-28,34,0.046071523680774606
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-29,35,0.0473635133448573
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-30,36,0.03012213403451247
South Korea,Canada - British Columbia,Canada - British Columbia,2020-03-31,37,0.030229487765054606
South Korea,Canada - British Columbia,Canada - British Columbia,2020-04-01,38,0.030327990523131832
South Korea,Canada - British Columbia,South Korea,2020-04-02,39,0.028913951561981847
South Korea,Canada - British Columbia,South Korea,2020-04-03,40,0.02632534144649001
South Korea,Canada - British Columbia,South Korea,2020-04-04,41,0.026569006163838938
South Korea,Canada - British Columbia,South Korea,2020-04-05,42,0.02597828886426088
South Korea,Canada - British Columbia,South Korea,2020-04-06,43,0.026099324933009368
South Korea,Canada - British Columbia,South Korea,2020-04-07,44,0.025008286341970776
South Korea,Canada - British Columbia,South Korea,2020-04-08,45,0.02330075419331577
South Korea,Canada - British Columbia,South Korea,2020-04-09,46,0.022942677779809125
South Korea,Canada - British Columbia,South Korea,2020-04-10,47,0.021736363287546027
South Korea,Canada - British Columbia,South Korea,2020-04-11,48,0.021416371164275215
South Korea,Canada - British Columbia,South Korea,2020-04-12,49,0.01980745041556952
South Korea,Canada - British Columbia,South Korea,2020-04-13,50,0.015663022144503696
South Korea,Canada - British Columbia,South Korea,2020-04-14,51,0.014406983497160701
South Korea,Canada - British Columbia,South Korea,2020-04-15,52,0.013186188665818202
South Korea,Canada - British Columbia,South Korea,2020-04-16,53,0.012533292179588382
South Korea,Canada - British Columbia,South Korea,2020-04-17,54,0.011424323141468408
South Korea,Canada - British Columbia,South Korea,2020-04-18,55,0.010335513996347896
South Korea,Canada - British Columbia,South Korea,2020-04-19,56,0.008709056961921221
South Korea,Canada - British Columbia,South Korea,2020-04-20,57,0.00720755546041972
United States,Canada,Canada,2020-03-02,9,0.2507891285669063
United States,Canada,Canada,2020-03-03,10,0.19682087459865238
United States,Canada,Canada,2020-03-04,11,0.22851603129380907
United States,Canada,Canada,2020-03-05,12,0.20360020637798415
United States,Canada,Canada,2020-03-06,13,0.20344841524258644
United States,Canada,Canada,2020-03-07,14,0.20111741291158414
United States,Canada,Canada,2020-03-08,15,0.22704333883751004
United States,Canada,Canada,2020-03-09,16,0.2279251730526776
United States,Canada,Canada,2020-03-10,17,0.23319337228639408
United States,Canada,Canada,2020-03-11,18,0.2349120844626226
United States,Canada,Canada,2020-03-12,19,0.2466282208424361
United States,Canada,Canada,2020-03-13,20,0.21329907721917485
United States,Canada,Canada,2020-03-14,21,0.219941662007455
United States,Canada,Canada,2020-03-15,22,0.23097898456662774
United States,Canada,Canada,2020-03-16,23,0.205229886875084
United States,Canada,Canada,2020-03-17,24,0.1770283802837469
United States,Canada,Canada,2020-03-18,25,0.17547172284292434
United States,Canada,Canada,2020-03-19,26,0.16968410174832257
United States,Canada,Canada,2020-03-20,27,0.14407438035613726
United States,Canada,Canada,2020-03-21,28,0.1309946560355546
United States,Canada,Canada,2020-03-22,29,0.13836351913093486
United States,Canada,Canada,2020-03-23,30,0.13156199505328064
United States,Canada,Canada,2020-03-24,31,0.13000495099537612
United States,Canada,Canada,2020-03-25,32,0.1256693748872741
United States,Canada,Canada,2020-03-26,33,0.12261325022097992
United States,Canada,Canada,2020-03-27,34,0.11534636805895707
United States,Canada,Canada,2020-03-28,35,0.11019477660824223
United States,Canada,Canada,2020-03-29,36,0.11077631939830941
United States,Canada,Canada,2020-03-30,37,0.10892871890002212
United States,Canada,Canada,2020-03-31,38,0.09788496242386614
United States,Canada,Canada,2020-04-01,39,0.09378808186602251
United States,Canada,United States,2020-04-02,40,0.08522035034848652
United States,Canada,United States,2020-04-03,41,0.07979468836135586
United States,Canada,United States,2020-04-04,42,0.07509689852694709
United States,Canada,United States,2020-04-05,43,0.06748679705442931
United States,Canada,United States,2020-04-06,44,0.062012059300722726
United States,Canada,United States,2020-04-07,45,0.06044326897469519
United States,Canada,United States,2020-04-08,46,0.05898386721426385
United States,Canada,United States,2020-04-09,47,0.054889233376061115
United States,Canada - Quebec,Canada - Quebec,2020-03-11,9,0.3368654284783317
United States,Canada - Quebec,Canada - Quebec,2020-03-12,10,0.3253293021881071
United States,Canada - Quebec,Canada - Quebec,2020-03-13,11,0.21458856144736632
United States,Canada - Quebec,Canada - Quebec,2020-03-14,12,0.22181209703969623
United States,Canada - Quebec,Canada - Quebec,2020-03-15,13,0.24844203276054105
United States,Canada - Quebec,Canada - Quebec,2020-03-16,14,0.2518090361275444
United States,Canada - Quebec,Canada - Quebec,2020-03-17,15,0.2511741154926238
United States,Canada - Quebec,Canada - Quebec,2020-03-18,16,0.2568657390157885
United States,Canada - Quebec,Canada - Quebec,2020-03-19,17,0.2688947427460371
United States,Canada - Quebec,Canada - Quebec,2020-03-20,18,0.20672848190618914
United States,Canada - Quebec,Canada - Quebec,2020-03-21,19,0.19206767956046078
United States,Canada - Quebec,Canada - Quebec,2020-03-22,20,0.18706767956046078
United States,Canada - Quebec,Canada - Quebec,2020-03-23,21,0.16843503370844587
United States,Canada - Quebec,Canada - Quebec,2020-03-24,22,0.16963991432344408
United States,Canada - Quebec,Canada - Quebec,2020-03-25,23,0.16553482401145722
United States,Canada - Quebec,Canada - Quebec,2020-03-26,24,0.1583984268169205
United States,Canada - Quebec,Canada - Quebec,2020-03-27,25,0.15547623271115152
United States,Canada - Quebec,Canada - Quebec,2020-03-28,26,0.1412012803267445
United States,Canada - Quebec,Canada - Quebec,2020-03-29,27,0.13827662490421716
United States,Canada - Quebec,Canada - Quebec,2020-03-30,28,0.1373628693689673
United States,Canada - Quebec,Canada - Quebec,2020-03-31,29,0.12489471338229279
United States,Canada - Quebec,Canada - Quebec,2020-04-01,30,0.1202832441995694
United States,Canada - Quebec,United States,2020-04-02,31,0.11299262437860866
United States,Canada - Quebec,United States,2020-04-03,32,0.10584255015714418
United States,Canada - Quebec,United States,2020-04-04,33,0.10052617480093556
United States,Canada - Quebec,United States,2020-04-05,34,0.09522524787139468
United States,Canada - Quebec,United States,2020-04-06,35,0.08522035034848652
United States,Canada - Quebec,United States,2020-04-07,36,0.07979468836135586
United States,Canada - Quebec,United States,2020-04-08,37,0.07509689852694709
United States,Canada - Quebec,United States,2020-04-09,38,0.06748679705442931
United States,Canada - Quebec,United States,2020-04-10,39,0.062012059300722726
United States,Canada - Quebec,United States,2020-04-11,40,0.06044326897469519
United States,Canada - Quebec,United States,2020-04-12,41,0.05898386721426385
United States,Canada - Quebec,United States,2020-04-13,42,0.054889233376061115
United States,Canada - Ontario,Canada - Ontario,2020-03-08,9,0.3069338423367678
United States,Canada - Ontario,Canada - Ontario,2020-03-09,10,0.3318380568961548
United States,Canada - Ontario,Canada - Ontario,2020-03-10,11,0.31671025303595657
United States,Canada - Ontario,Canada - Ontario,2020-03-11,12,0.270795220356218
United States,Canada - Ontario,Canada - Ontario,2020-03-12,13,0.2860636628091265
United States,Canada - Ontario,Canada - Ontario,2020-03-13,14,0.27052481569133197
United States,Canada - Ontario,Canada - Ontario,2020-03-14,15,0.2809004395421331
United States,Canada - Ontario,Canada - Ontario,2020-03-15,16,0.2760271451951546
United States,Canada - Ontario,Canada - Ontario,2020-03-16,17,0.23582061706592114
United States,Canada - Ontario,Canada - Ontario,2020-03-17,18,0.16897428927730174
United States,Canada - Ontario,Canada - Ontario,2020-03-18,19,0.16076058497065676
United States,Canada - Ontario,Canada - Ontario,2020-03-19,20,0.1475578194555095
United States,Canada - Ontario,Canada - Ontario,2020-03-20,21,0.12902648535324115
United States,Canada - Ontario,Canada - Ontario,2020-03-21,22,0.10770155340013457
United States,Canada - Ontario,Canada - Ontario,2020-03-22,23,0.12277185968794244
United States,Canada - Ontario,Canada - Ontario,2020-03-23,24,0.11965748533180808
United States,Canada - Ontario,Canada - Ontario,2020-03-24,25,0.11437242499056796
United States,Canada - Ontario,Canada - Ontario,2020-03-25,26,0.10924787033455413
United States,Canada - Ontario,Canada - Ontario,2020-03-26,27,0.10558444325186916
United States,Canada - Ontario,Canada - Ontario,2020-03-27,28,0.09492623500340813
United States,Canada - Ontario,Canada - Ontario,2020-03-28,29,0.09526369499029541
United States,Canada - Ontario,Canada - Ontario,2020-03-29,30,0.0981167864693496
United States,Canada - Ontario,Canada - Ontario,2020-03-30,31,0.09664406040589886
United States,Canada - Ontario,Canada - Ontario,2020-03-31,32,0.08090828595627297
United States,Canada - Ontario,Canada - Ontario,2020-04-01,33,0.0748537569665723
United States,Canada - Ontario,United States,2020-04-02,34,0.06748679705442931
United States,Canada - Ontario,United States,2020-04-03,35,0.062012059300722726
United States,Canada - Ontario,United States,2020-04-04,36,0.06044326897469519
United States,Canada - Ontario,United States,2020-04-05,37,0.05898386721426385
United States,Canada - Ontario,United States,2020-04-06,38,0.054889233376061115
United States,Canada - Alberta,Canada - Alberta,2020-03-16,9,0.15744034548382374
United States,Canada - Alberta,Canada - Alberta,2020-03-17,10,0.15504570946849808
United States,Canada - Alberta,Canada - Alberta,2020-03-18,11,0.15465990699936227
United States,Canada - Alberta,Canada - Alberta,2020-03-19,12,0.1373068896463449
United States,Canada - Alberta,Canada - Alberta,2020-03-20,13,0.10568295802241329
United States,Canada - Alberta,Canada - Alberta,2020-03-21,14,0.09838778406057266
United States,Canada - Alberta,Canada - Alberta,2020-03-22,15,0.08655203526830213
United States,Canada - Alberta,Canada - Alberta,2020-03-23,16,0.081721117393906
United States,Canada - Alberta,Canada - Alberta,2020-03-24,17,0.07709148776427636
United States,Canada - Alberta,Canada - Alberta,2020-03-25,18,0.06427097494376355
United States,Canada - Alberta,Canada - Alberta,2020-03-26,19,0.05499894429242255
United States,Canada - Alberta,Canada - Alberta,2020-03-27,20,0.03940798568675807
United States,Canada - Alberta,Canada - Alberta,2020-03-28,21,0.044639790918563294
United States,Canada - Alberta,Canada - Alberta,2020-03-29,22,0.037295158150201714
United States,Canada - Alberta,Canada - Alberta,2020-03-30,23,0.04135212122355823
United States,Canada - Alberta,Canada - Alberta,2020-03-31,24,0.03988820671616546
United States,Canada - Alberta,Canada - Alberta,2020-04-01,25,0.04642415442858376
United States,Canada - Alberta,United States,2020-04-02,26,0.054889233376061115
United States,Canada - British Columbia,Canada - British Columbia,2020-03-03,9,0.08398792565459232
United States,Canada - British Columbia,Canada - British Columbia,2020-03-04,10,0.09986094152760819
United States,Canada - British Columbia,Canada - British Columbia,2020-03-05,11,0.09093237009903676
United States,Canada - British Columbia,Canada - British Columbia,2020-03-06,12,0.07704348121014787
United States,Canada - British Columbia,Canada - British Columbia,2020-03-07,13,0.0777696976226388
United States,Canada - British Columbia,Canada - British Columbia,2020-03-08,14,0.10700946370451014
United States,Canada - British Columbia,Canada - British Columbia,2020-03-09,15,0.07830576000080644
United States,Canada - British Columbia,Canada - British Columbia,2020-03-10,16,0.1049724266674731
United States,Canada - British Columbia,Canada - British Columbia,2020-03-11,17,0.11076233568318856
United States,Canada - British Columbia,Canada - British Columbia,2020-03-12,18,0.1202861452069981
United States,Canada - British Columbia,Canada - British Columbia,2020-03-13,19,0.10441312933398222
United States,Canada - British Columbia,Canada - British Columbia,2020-03-14,20,0.10039266149772491
United States,Canada - British Columbia,Canada - British Columbia,2020-03-15,21,0.11178867289373631
United States,Canada - British Columbia,Canada - British Columbia,2020-03-16,22,0.11163667410972658
United States,Canada - British Columbia,Canada - British Columbia,2020-03-17,23,0.08702653765748486
United States,Canada - British Columbia,Canada - British Columbia,2020-03-18,24,0.09350801913896635
United States,Canada - British Columbia,Canada - British Columbia,2020-03-19,25,0.07290195853290574
United States,Canada - British Columbia,Canada - British Columbia,2020-03-20,26,0.058565040970181725
United States,Canada - British Columbia,Canada - British Columbia,2020-03-21,27,0.0701140283812381
United States,Canada - British Columbia,Canada - British Columbia,2020-03-22,28,0.07494494625563423
United States,Canada - British Columbia,Canada - British Columbia,2020-03-23,29,0.07665059927707674
United States,Canada - British Columbia,Canada - British Columbia,2020-03-24,30,0.06821755084402831
United States,Canada - British Columbia,Canada - British Columbia,2020-03-25,31,0.05674065564620287
United States,Canada - British Columbia,Canada - British Columbia,2020-03-26,32,0.05638453029007751
United States,Canada - British Columbia,Canada - British Columbia,2020-03-27,33,0.045273419178966406
United States,Canada - British Columbia,Canada - British Columbia,2020-03-28,34,0.046071523680774606
United States,Canada - British Columbia,Canada - British Columbia,2020-03-29,35,0.0473635133448573
United States,Canada - British Columbia,Canada - British Columbia,2020-03-30,36,0.03012213403451247
United States,Canada - British Columbia,Canada - British Columbia,2020-03-31,37,0.030229487765054606
United States,Canada - British Columbia,Canada - British Columbia,2020-04-01,38,0.030327990523131832
United States,Canada - British Columbia,United States,2020-04-02,39,0.054889233376061115
